prediction_id,generated_at_utc,location,as_of_date,horizon_days,temperature_max,temperature_min,rain_mm,wind_speed_mean,pressure_mean,wind_direction_mean
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,Minnesota (Blue Earth Co.),2026-09-21,14,65.10456848144531,49.234283447265625,5.794706344604492,9.93053150177002,980.3171997070312,193.45849609375
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,Minnesota (Blue Earth Co.),2026-09-21,21,57.26860046386719,44.14804458618164,1.7844209671020508,9.92743968963623,977.7090454101562,268.2336120605469
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,Minnesota (Blue Earth Co.),2026-09-21,30,61.97567367553711,46.05951690673828,4.11164665222168,10.284722328186035,978.9056396484375,256.314697265625
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,South Dakota (Brookings Co.),2026-09-21,1,65.32755279541016,49.518463134765625,6.024799346923828,9.02224063873291,961.578369140625,60.14715576171875
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,South Dakota (Brookings Co.),2026-09-21,2,67.18833923339844,49.79310607910156,2.287433624267578,9.468879699707031,960.7416381835938,63.396514892578125
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,South Dakota (Brookings Co.),2026-09-21,3,67.86366271972656,50.891197204589844,2.4095113277435303,9.380411148071289,959.62744140625,245.28939819335938
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,South Dakota (Brookings Co.),2026-09-21,4,68.0686264038086,52.234127044677734,0.9838217496871948,8.817089080810547,959.8322143554688,162.9136962890625
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,South Dakota (Brookings Co.),2026-09-21,5,71.0323486328125,53.768924713134766,1.7879399061203003,9.911603927612305,960.1422729492188,176.87103271484375
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,South Dakota (Brookings Co.),2026-09-21,6,73.51927185058594,53.790401458740234,1.5549330711364746,10.158909797668457,960.7384033203125,176.134521484375
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,South Dakota (Brookings Co.),2026-09-21,7,74.23251342773438,54.67156219482422,3.061265468597412,9.930551528930664,960.2196044921875,153.804443359375
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,South Dakota (Brookings Co.),2026-09-21,14,63.667964935302734,48.62060546875,1.7887496948242188,10.485825538635254,960.7150268554688,183.3136444091797
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,South Dakota (Brookings Co.),2026-09-21,21,56.32734680175781,42.7874641418457,1.3658292293548584,9.88366413116455,955.7734985351562,261.88348388671875
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,South Dakota (Brookings Co.),2026-09-21,30,60.63619613647461,45.40039825439453,1.6566290855407715,10.491220474243164,956.6573486328125,242.9676513671875
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,Wisconsin (Dane Co.),2026-09-21,1,66.41887664794922,52.9090576171875,3.2383861541748047,8.716546058654785,990.72314453125,86.28475952148438
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,Wisconsin (Dane Co.),2026-09-21,2,70.0769271850586,53.339149475097656,1.8092594146728516,7.3831000328063965,988.3291015625,130.33175659179688
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,Wisconsin (Dane Co.),2026-09-21,3,71.20902252197266,55.509708404541016,1.9414962530136108,7.6812286376953125,986.63037109375,172.60382080078125
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,Wisconsin (Dane Co.),2026-09-21,4,71.54602813720703,56.044925689697266,2.259209156036377,7.424491882324219,986.7047119140625,202.094482421875
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,Wisconsin (Dane Co.),2026-09-21,5,74.24577331542969,56.942588806152344,2.3177003860473633,7.33210563659668,987.22412109375,195.36817932128906
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,Wisconsin (Dane Co.),2026-09-21,6,74.91688537597656,56.86930465698242,0.78617924451828,7.838938236236572,985.8843383789062,190.33094787597656
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,Wisconsin (Dane Co.),2026-09-21,7,74.53596496582031,56.41004943847656,1.0917646884918213,8.028496742248535,987.61474609375,189.4208526611328
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,Wisconsin (Dane Co.),2026-09-21,14,64.50374603271484,51.76944351196289,5.416708946228027,7.655613899230957,987.01953125,185.4817657470703
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,Wisconsin (Dane Co.),2026-09-21,21,56.29710388183594,46.95344161987305,1.0964518785476685,8.663455963134766,983.3568725585938,225.56700134277344
2af8a2d5-b5dc-4e4b-ae56-ccab83704374,2026-09-24T14:20:51+00:00,Wisconsin (Dane Co.),2026-09-21,30,57.24306869506836,47.17003631591797,1.8981270790100098,8.84085464477539,985.0256958007812,259.1855773925781
